,리뷰,별점,리뷰자 평균 평점,리뷰자 누적 리뷰 개수,영업 시간,이미지url,가게명,가게 주소,메뉴,카카오 url,업종
1,여기 맛도 장난아니고이모들도 엄청 친절합니다강추,5,3.9,88,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F196F5C494F70185729',보리밥,울산 울주군 청량읍 대복동천로 808-16 (우)44964,보리밥 짚불곰장어 소금구이 양념곰장어 생오리불고기,https://place.map.kakao.com/16256125,한식
2,음식 맛있습니다. 직원분들이 과하게 유쾌하셔서 불친절로 보일수도 있어 보입니다.,4,4.1,8,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F196F5C494F70185729',보리밥,울산 울주군 청량읍 대복동천로 808-16 (우)44964,보리밥 짚불곰장어 소금구이 양념곰장어 생오리불고기,https://place.map.kakao.com/16256125,한식
3,매우 불친절해요..,1,4.2,39,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F196F5C494F70185729',보리밥,울산 울주군 청량읍 대복동천로 808-16 (우)44964,보리밥 짚불곰장어 소금구이 양념곰장어 생오리불고기,https://place.map.kakao.com/16256125,한식
4,오랜만에 들렀는데 그 사이 정원이 더 예뻐졌어요 보리밥 먹고 정원에서 커피 한잔하면 좋아요,5,5.0,7,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F196F5C494F70185729',보리밥,울산 울주군 청량읍 대복동천로 808-16 (우)44964,보리밥 짚불곰장어 소금구이 양념곰장어 생오리불고기,https://place.map.kakao.com/16256125,한식
5,너무맛나고배부르걱 잘먹었어요,5,4.6,29,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F196F5C494F70185729',보리밥,울산 울주군 청량읍 대복동천로 808-16 (우)44964,보리밥 짚불곰장어 소금구이 양념곰장어 생오리불고기,https://place.map.kakao.com/16256125,한식
6,,4,4.0,1,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F196F5C494F70185729',보리밥,울산 울주군 청량읍 대복동천로 808-16 (우)44964,보리밥 짚불곰장어 소금구이 양념곰장어 생오리불고기,https://place.map.kakao.com/16256125,한식
7,,4,3.5,6,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F196F5C494F70185729',보리밥,울산 울주군 청량읍 대복동천로 808-16 (우)44964,보리밥 짚불곰장어 소금구이 양념곰장어 생오리불고기,https://place.map.kakao.com/16256125,한식
8,,4,3.4,364,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F196F5C494F70185729',보리밥,울산 울주군 청량읍 대복동천로 808-16 (우)44964,보리밥 짚불곰장어 소금구이 양념곰장어 생오리불고기,https://place.map.kakao.com/16256125,한식
0,"평일 낮이었는데 자리잡기가 쉽지 않았어요. 주로 어머님들이 많으시고 아이와 함께온 분들도 많으신데, 그림이나 오리 강아지 고양이 물고기등 아이들이 관심 가질것들이 많습니다.아이스라떼 마셨는데 커피맛은 영 아니였구요. 디저트류는 이미 많이 빠져 고를게없었어요.강아지가 좁은 철장에 들어가있는데 너무 많은 사람들이 오가는 곳에 있다보니 걱정이 되었습니다.다시방문할 일은 없을것 같네요.",2,2.8,25,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
1,주차는 괜찮고.. 시그니처메뉴인 바솔트페너를 시켰는데 가격 대비 비주얼이 별로네요.. 커피는 고소한 원두 시켰는데 끝에 견과류 향이 살짝 올라오긴 하네요.,2,3.5,2,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
2,대형카페는 커피맛이 구린경우가 많아서 뷰맛으로 가는 경우가 많으나 여긴 그렇지는 않다.케이크도 엄청 맛있고 커피맛도 좋았다.이러니 평일 낮임에도 거의 만석이지..,5,3.9,122,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
3,후기가 삭제 당하다니요?정초에 사람많았고 음료 40분걸린거 하나도 거짓 없는 사실 입니다.,2,4.0,401,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
4,"아이들이 놀 공간이 많아요. 강아지, 고양이, 오리, 물고기, 미술 전시 공간 같은 것도 있어요. 카페가 굉장히 크기도 하고, 이것저것 많이 팔아요. 뷰도 예쁘고요. 그런데 그만큼 사람들이 많아서 시끄럽기도 하고, 음료 나오는 데 30분 이상이 걸리네요... ㅠㅠ 음료 맛은 그냥 그래요~",3,3.9,112,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
5,"좋아요^^ 경치도 내부도 맛도 다만, 점원들이 불친절~~",4,3.3,3,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
6,,4,4.0,43,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
7,평일인데도 멋진 분들이 많고 스타일리시 해요,5,3.3,10,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
8,앞으로 여기가 관광명소가 될 듯 합니다.,5,5.0,1,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
9,"인테리어 5점 뷰5점빵, 커피 3점화장실 2점신축이라 깔끔하고 뷰가 좋아서 분위기로 갈만함화장실설계는 누가했는지 남자화장실 지나가야 여자화장실인데 밖에 화장실가는 여자들이랑 눈마주치는 설계..",3,3.5,17,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
10,인테리어 대박이에요 ㅠㅠ 예술전시 공간에 온거 같아요 ㅎㅎ 바닷속에서 보는 오션뷰 카페!,5,3.7,28,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
11,"먹거리,볼거리,즐길거리 삼박자를 갖춘 곳!코로나로 갇혀있으면서 느낀 답답함을 모두 해소시키는 멋진 뷰♡널찍한 공간으로 거리두기도 완벽!",5,5.0,1,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
12,갤러리 + 바다 뷰 카페~ 뷰 맛집 덕분에 울산에 놀러와서 제대로 힐링하고 갑니다!,5,5.0,1,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
13,대박대박 울산에 이렇게 멋진 까페가 생기다니ㅎㅎ인테리어도 멋지고 뷰가 진짜 대박이네요!,5,5.0,1,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
14,좋아요 바다뷰는 진짜 최고 제주도 못지 않게 좋아요 갤러리카페라 볼거리도 많고,5,5.0,1,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
15,,5,5.0,1,매일 10:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8722967AA98C4D0DA71B54EE6E9D162A',곽암 아트 카페 갤러리,울산 북구 판지1길 62 (우)44233,제노바 블렌드 나폴리 블렌드 추천현무암라떼(ONLY ICE) 추천바솔트페너(ONLY ICE) 카페라떼 바닐라라떼,https://place.map.kakao.com/2042168501,갤러리카페
0,양념갈매기 먹다 된장에 밥 먹으면 뚝딱봄 가을에 가면 최고인듯,5,4.1,38,매일 17:00 ~ 22:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F903299A9E04E48CC84A51B66FB57D880',부산갈매기,울산 남구 수암로 23 (우)44730,양념갈매기 불(매운)갈매기 생갈매기,https://place.map.kakao.com/9046017,"육류,고기"
1,다운목살집 가려다 멀어서 들렀는데가성비 꽝! 그램 표시도 안함출장내려와서 얼떨결에 들어간집코엑스 근처에도 이런집은 없을듯~,1,3.4,48,매일 17:00 ~ 22:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F903299A9E04E48CC84A51B66FB57D880',부산갈매기,울산 남구 수암로 23 (우)44730,양념갈매기 불(매운)갈매기 생갈매기,https://place.map.kakao.com/9046017,"육류,고기"
2,,5,5.0,381,매일 17:00 ~ 22:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F903299A9E04E48CC84A51B66FB57D880',부산갈매기,울산 남구 수암로 23 (우)44730,양념갈매기 불(매운)갈매기 생갈매기,https://place.map.kakao.com/9046017,"육류,고기"
3,,4,4.3,169,매일 17:00 ~ 22:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F903299A9E04E48CC84A51B66FB57D880',부산갈매기,울산 남구 수암로 23 (우)44730,양념갈매기 불(매운)갈매기 생갈매기,https://place.map.kakao.com/9046017,"육류,고기"
4,"고기 맛있고 분위기 짱,,좀 비싸지만 이해갈만큼 좋아요",5,4.6,8,매일 17:00 ~ 22:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F903299A9E04E48CC84A51B66FB57D880',부산갈매기,울산 남구 수암로 23 (우)44730,양념갈매기 불(매운)갈매기 생갈매기,https://place.map.kakao.com/9046017,"육류,고기"
5,"1. 맛은 그저그럼. (생+양념+매운)2.참숯 아님.3. 맛과 숯에 비해 비싼 편.4. 봄, 가을에 딱 좋은 정원.5. 친절하심.6. 꼬돌밥 아님.재방문 의사 있음. 비싼 편이지만 미세먼지 없고 날씨 좋은 날 야외에서 먹기 좋음.",4,3.9,116,매일 17:00 ~ 22:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F903299A9E04E48CC84A51B66FB57D880',부산갈매기,울산 남구 수암로 23 (우)44730,양념갈매기 불(매운)갈매기 생갈매기,https://place.map.kakao.com/9046017,"육류,고기"
0,,5,5.0,1,월~금 07:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F628AFB738F7649109AB48B8C03D1F14E',스타벅스 울산시청사거리DT점,울산 남구 중앙로 180 (우)44691,아이스 슈크림 라떼 슈크림 라떼 봄 딸기 라떼 리저브 나이트로 바질 레몬 셔벗 블렌디드 제주 말차 & 애플망고 블렌디드 아이스 제주 금귤 패션 티 제주 금귤 패션 티 제주 금귤 듬뿍 블렌디드 제주 시트러스 허니 콜드 브루 레드 파워 패션 티 오늘의 커피 카푸치노 카페 라떼 카페 모카 카페 아메리카노 카라멜 마키아또 화이트 초콜릿 모카 스타벅스 돌체 라떼 자바 칩 프라푸치노 망고 바나나 블렌디드 아이스 자몽 허니 블랙 티 자몽 허니 블랙 티 콜드 브루 디카페인 카페 아메리카노 디카페인 카페 라떼 제주 유기농 말차로 만든 라떼 돌체 콜드 브루,https://place.map.kakao.com/1399765274,스타벅스
1,커피주셨는데 커피맛이 예술이었어요.,4,4.8,5,월~금 07:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F628AFB738F7649109AB48B8C03D1F14E',스타벅스 울산시청사거리DT점,울산 남구 중앙로 180 (우)44691,아이스 슈크림 라떼 슈크림 라떼 봄 딸기 라떼 리저브 나이트로 바질 레몬 셔벗 블렌디드 제주 말차 & 애플망고 블렌디드 아이스 제주 금귤 패션 티 제주 금귤 패션 티 제주 금귤 듬뿍 블렌디드 제주 시트러스 허니 콜드 브루 레드 파워 패션 티 오늘의 커피 카푸치노 카페 라떼 카페 모카 카페 아메리카노 카라멜 마키아또 화이트 초콜릿 모카 스타벅스 돌체 라떼 자바 칩 프라푸치노 망고 바나나 블렌디드 아이스 자몽 허니 블랙 티 자몽 허니 블랙 티 콜드 브루 디카페인 카페 아메리카노 디카페인 카페 라떼 제주 유기농 말차로 만든 라떼 돌체 콜드 브루,https://place.map.kakao.com/1399765274,스타벅스
2,디카페인돌체 필수..,5,5.0,3,월~금 07:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F628AFB738F7649109AB48B8C03D1F14E',스타벅스 울산시청사거리DT점,울산 남구 중앙로 180 (우)44691,아이스 슈크림 라떼 슈크림 라떼 봄 딸기 라떼 리저브 나이트로 바질 레몬 셔벗 블렌디드 제주 말차 & 애플망고 블렌디드 아이스 제주 금귤 패션 티 제주 금귤 패션 티 제주 금귤 듬뿍 블렌디드 제주 시트러스 허니 콜드 브루 레드 파워 패션 티 오늘의 커피 카푸치노 카페 라떼 카페 모카 카페 아메리카노 카라멜 마키아또 화이트 초콜릿 모카 스타벅스 돌체 라떼 자바 칩 프라푸치노 망고 바나나 블렌디드 아이스 자몽 허니 블랙 티 자몽 허니 블랙 티 콜드 브루 디카페인 카페 아메리카노 디카페인 카페 라떼 제주 유기농 말차로 만든 라떼 돌체 콜드 브루,https://place.map.kakao.com/1399765274,스타벅스
3,,1,2.0,4,월~금 07:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F628AFB738F7649109AB48B8C03D1F14E',스타벅스 울산시청사거리DT점,울산 남구 중앙로 180 (우)44691,아이스 슈크림 라떼 슈크림 라떼 봄 딸기 라떼 리저브 나이트로 바질 레몬 셔벗 블렌디드 제주 말차 & 애플망고 블렌디드 아이스 제주 금귤 패션 티 제주 금귤 패션 티 제주 금귤 듬뿍 블렌디드 제주 시트러스 허니 콜드 브루 레드 파워 패션 티 오늘의 커피 카푸치노 카페 라떼 카페 모카 카페 아메리카노 카라멜 마키아또 화이트 초콜릿 모카 스타벅스 돌체 라떼 자바 칩 프라푸치노 망고 바나나 블렌디드 아이스 자몽 허니 블랙 티 자몽 허니 블랙 티 콜드 브루 디카페인 카페 아메리카노 디카페인 카페 라떼 제주 유기농 말차로 만든 라떼 돌체 콜드 브루,https://place.map.kakao.com/1399765274,스타벅스
4,,5,5.0,3,월~금 07:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F628AFB738F7649109AB48B8C03D1F14E',스타벅스 울산시청사거리DT점,울산 남구 중앙로 180 (우)44691,아이스 슈크림 라떼 슈크림 라떼 봄 딸기 라떼 리저브 나이트로 바질 레몬 셔벗 블렌디드 제주 말차 & 애플망고 블렌디드 아이스 제주 금귤 패션 티 제주 금귤 패션 티 제주 금귤 듬뿍 블렌디드 제주 시트러스 허니 콜드 브루 레드 파워 패션 티 오늘의 커피 카푸치노 카페 라떼 카페 모카 카페 아메리카노 카라멜 마키아또 화이트 초콜릿 모카 스타벅스 돌체 라떼 자바 칩 프라푸치노 망고 바나나 블렌디드 아이스 자몽 허니 블랙 티 자몽 허니 블랙 티 콜드 브루 디카페인 카페 아메리카노 디카페인 카페 라떼 제주 유기농 말차로 만든 라떼 돌체 콜드 브루,https://place.map.kakao.com/1399765274,스타벅스
5,,1,4.0,28,월~금 07:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F628AFB738F7649109AB48B8C03D1F14E',스타벅스 울산시청사거리DT점,울산 남구 중앙로 180 (우)44691,아이스 슈크림 라떼 슈크림 라떼 봄 딸기 라떼 리저브 나이트로 바질 레몬 셔벗 블렌디드 제주 말차 & 애플망고 블렌디드 아이스 제주 금귤 패션 티 제주 금귤 패션 티 제주 금귤 듬뿍 블렌디드 제주 시트러스 허니 콜드 브루 레드 파워 패션 티 오늘의 커피 카푸치노 카페 라떼 카페 모카 카페 아메리카노 카라멜 마키아또 화이트 초콜릿 모카 스타벅스 돌체 라떼 자바 칩 프라푸치노 망고 바나나 블렌디드 아이스 자몽 허니 블랙 티 자몽 허니 블랙 티 콜드 브루 디카페인 카페 아메리카노 디카페인 카페 라떼 제주 유기농 말차로 만든 라떼 돌체 콜드 브루,https://place.map.kakao.com/1399765274,스타벅스
